image_id,width,height,bbox,source
pic_411,1280,720,"[63.999360000000024, 181.99980000000005, 967.0003199999999, 196.99992]",1
pic_413,460,460,"[39.99999, 78.99994, 406.00014, 201.99980000000002]",1
pic_414,375,211,"[75.99993749999999, 58.00010200000001, 253.99987499999997, 62.999958]",1
pic_415,1000,1000,"[43.0, 90.0, 920.0, 406.0]",1
pic_416,1024,683,"[25.99987200000004, 169.99972449999999, 997.999616, 316.000195]",1
pic_417,420,236,"[112.99974000000002, 39.000062000000014, 216.00012, 148.000084]",1
pic_418,353,258,"[13.999979999999994, 38.000046, 336.999922, 184.999932]",1
pic_419,600,378,"[33.99989999999997, 83.99991599999998, 523.9998, 200.99998800000003]",1
pic_420,750,375,"[348.0003750000001, 60.000187499999996, 351.99975, 79.999875]",1
pic_421,800,800,"[23.0, 221.99999999999994, 728.0, 359.0]",1
pic_422,3000,2000,"[1038.0014999999999, 537.0, 1857.999, 742.0]",1
pic_424,500,500,"[9.0, 161.0, 485.0, 184.0]",1
pic_426,515,366,"[1.9997449999999901, 32.00011199999997, 500.00011, 298.000128]",1
pic_427,300,195,"[10.000050000000016, 12.999967500000011, 282.99989999999997, 142.999935]",1
pic_428,400,400,"[39.0, 30.0, 327.0, 161.0]",1
pic_429,843,474,"[2.9998154999999542, 59.000202000000016, 596.0001570000001, 181.99988399999998]",1
pic_432,400,400,"[25.0, 110.0, 374.0, 208.0]",1
pic_433,500,500,"[13.0, 45.0, 478.0, 434.0]",1
pic_434,1140,400,"[291.00039, 86.0, 198.99954, 111.00000000000001]",1
pic_434,1140,400,"[927.00069, 39.0, 94.99962000000001, 67.0]",1
pic_435,240,240,"[3.0, 11.000039999999984, 231.0, 217.00008000000003]",1
pic_436,806,431,"[10.000042000000008, 112.99979550000003, 788.999848, 316.000149]",1
pic_437,700,392,"[141.99989999999997, 33.99992400000002, 521.0002, 232.00010399999996]",1
pic_439,600,338,"[30.999899999999997, 29.999866000000004, 121.0002, 68.999996]",1
pic_440,1920,658,"[615.0, 74.000325, 771.99936, 292.000002]",1
pic_441,801,801,"[53.00016750000003, 302.000229, 739.000197, 204.00028200000003]",1
pic_442,768,592,"[1.9998720000000958, 21.000312000000008, 766.0001279999999, 232.999952]",1
pic_443,300,300,"[43.99995000000001, 92.0001, 218.00009999999997, 108.0]",1
pic_444,778,583,"[79.000065, 84.00009750000001, 636.000218, 326.00019100000003]",1
pic_445,525,361,"[28.000087500000006, 96.9997975, 476.999775, 179.000045]",1
pic_447,700,508,"[36.00029999999998, 150.000208, 332.9998, 123.999752]",1
pic_448,748,350,"[94.00003800000002, 61.0001, 513.000092, 168.0]",1
pic_449,600,400,"[37.99979999999999, 38.0, 534.0, 200.0]",1
pic_450,634,358,"[353.9999230000001, 9.999835000000001, 131.00025, 50.00007]",1
pic_451,300,300,"[13.000049999999987, 40.00005, 258.9999, 125.0001]",1
pic_452,640,640,"[97.00031999999999, 134.99967999999998, 444.99968, 180.0]",1
pic_453,2000,2000,"[80.0, 493.0, 1920.0, 1000.0]",1
pic_454,1200,630,"[49.00020000000006, 79.00010999999995, 1150.9998, 531.99972]",1
pic_455,730,474,"[100.99988000000002, 54.99987899999999, 565.99966, 239.99994600000002]",1
pic_456,612,344,"[156.00033000000002, 125.999804, 211.99986, 105.00015199999999]",1
pic_457,665,665,"[31.000305000000026, 138.00013500000003, 621.99977, 367.0002]",1
pic_460,806,550,"[361.9999890000001, 38.000325000000004, 415.99997399999995, 293.99975]",1
pic_460,806,550,"[633.00016, 462.9999, 172.99984, 86.0002]",1
pic_461,1024,576,"[66.000384, 62.00006399999998, 957.9996160000001, 483.000192]",1
pic_464,1000,520,"[69.0, 40.999919999999975, 866.0, 414.00008]",1
pic_466,1000,1000,"[67.99999999999994, 160.0, 879.0, 385.0]",1
pic_467,280,413,"[5.999979999999994, 155.99980549999998, 273.99988, 120.00004100000001]",1
pic_468,340,226,"[51.0, 33.999892, 241.00016, 92.00008]",1
pic_469,1370,1000,"[35.000074999999924, 169.0, 1334.999925, 658.0]",1
pic_470,700,392,"[37.00025000000005, 51.999976000000004, 551.9997, 258.999888]",1
pic_471,800,800,"[30.000000000000057, 216.0, 770.0, 311.0]",1
pic_472,600,450,"[21.999900000000025, 80.0001, 544.0002, 270.9999]",1
pic_474,670,342,"[184.00008999999997, 19.999988999999985, 428.00002, 139.000086]",1
pic_475,372,209,"[94.000122, 69.99995200000001, 182.99982, 60.999994]",1
pic_476,748,350,"[48.99960999999996, 37.99985000000001, 671.000132, 299.0001]",1
pic_477,1024,1024,"[38.00012799999996, 178.99980800000003, 972.99968, 659.999744]",1
pic_478,270,270,"[2.9999699999999905, 59.000129999999984, 262.99998, 146.99988000000002]",1
pic_480,400,400,"[69.00000000000003, 111.0, 281.0, 162.0]",1
pic_481,649,866,"[14.000227999999993, 283.999504, 634.999772, 220.000372]",1
pic_482,3000,2249,"[453.9989999999998, 728.0001755000001, 2400.0, 571.999415]",1
pic_484,300,300,"[1.9999499999999841, 80.99985, 297.9999, 140.0001]",1
pic_485,800,800,"[31.0, 230.0, 769.0, 326.0]",1
pic_486,455,438,"[4.0001325000000065, 55.999832999999995, 438.999925, 239.99991]",1
pic_487,616,347,"[26.000128000000004, 78.00004799999999, 149.999696, 73.999832]",1
pic_487,616,347,"[184.00012400000003, 6.9998575000000045, 215.999784, 71.000017]",1
pic_487,616,347,"[460.999924, 67.000148, 87.99991200000001, 61.999878]",1
pic_488,750,422,"[112.99987499999997, 84.00015500000002, 489.99975000000006, 176.99988199999999]",1
pic_489,430,212,"[9.999864999999971, 32.00002199999999, 419.00017, 149.999964]",1
pic_491,370,374,"[27.000010000000003, 25.999919000000006, 321.99989999999997, 101.999898]",1
pic_492,528,396,"[152.000112, 53.00024400000001, 359.999904, 325.999872]",1
pic_493,900,574,"[126.99989999999991, 160.999825, 667.9998, 193.999946]",1
pic_495,2880,1400,"[703.0008, 463.99989999999997, 189.0, 94.99980000000001]",1
pic_497,1000,887,"[29.999999999999943, 186.9995575, 951.0, 426.000377]",1
pic_498,550,550,"[19.00029999999998, 177.9998, 529.9998, 165.0]",1
pic_499,599,398,"[19.999711500000046, 109.999837, 576.000197, 119.00001]",1
pic_500,460,460,"[67.00015000000002, 134.00007, 307.99989999999997, 178.00021999999998]",1
pic_501,1024,1024,"[80.00051200000001, 313.000448, 908.99968, 392.999936]",1
pic_502,620,410,"[230.99991, 55.999849999999995, 346.00030000000004, 169.99994]",1
pic_504,1200,675,"[45.00059999999996, 24.00030000000001, 1146.9996, 243.0]",1
pic_505,1250,1029,"[32.0, 193.99942800000002, 1218.0, 363.00032999999996]",1
pic_506,300,300,"[30.999899999999997, 3.0, 237.0, 111.0]",1
pic_507,1200,628,"[106.00020000000006, 210.00006000000002, 1088.0004, 207.99988]",1
pic_509,1500,1016,"[119.99925000000007, 154.00070800000003, 1276.0004999999999, 608.999544]",1
pic_510,900,900,"[579.00015, 202.00005000000002, 224.0001, 107.00009999999999]",1
pic_511,788,443,"[401.999776, 120.00006149999999, 359.00019199999997, 98.000017]",1
pic_513,1024,443,"[25.99987200000004, 11.000132999999991, 997.999616, 196.000034]",1
pic_514,642,355,"[199.000098, 51.9998675, 311.000208, 114.000085]",1
pic_515,580,330,"[300.00007000000005, 41.000025, 268.00002, 81.00015]",1
pic_516,660,304,"[57.00023999999996, 20.000160000000008, 595.9998, 124.99993599999999]",1
pic_517,1000,541,"[497.0, 82.0001815, 162.0, 72.000067]",1
pic_517,1000,541,"[360.0, 218.9997755, 80.0, 44.000071]",1
pic_518,400,300,"[64.0, 114.9999, 136.0, 57.0]",1
pic_518,400,300,"[191.0, 129.00015000000002, 92.0, 36.9999]",1
pic_518,400,300,"[188.0, 178.00005, 146.0, 56.0001]",1
pic_518,400,300,"[130.0, 247.99995, 137.0, 44.000099999999996]",1
pic_518,400,300,"[88.0, 202.99995, 82.0, 38.0001]",1
pic_518,400,300,"[20.000000000000004, 193.00005000000002, 56.99999999999999, 44.000099999999996]",1
pic_518,400,300,"[137.0, 0.9999000000000002, 151.0, 54.0]",1
pic_518,400,300,"[245.0, 105.0, 132.0, 60.0]",1
pic_518,400,300,"[319.0, 242.99985000000004, 80.0, 56.0001]",1
pic_518,400,300,"[250.0, 271.99994999999996, 60.0, 27.9999]",1
pic_518,400,300,"[1.0, 249.0, 82.0, 51.00000000000001]",1
pic_518,400,300,"[1.0, 44.999849999999995, 133.0, 71.0001]",1
pic_518,400,300,"[307.0, 26.999849999999995, 93.0, 80.0001]",1
pic_519,660,330,"[137.00016000000005, 117.99991500000002, 501.99996, 135.00002999999998]",1
pic_521,864,486,"[426.9996, 63.999882, 188.00035200000002, 97.999956]",1
pic_521,864,486,"[299.99980800000003, 211.00005899999996, 318.000384, 197.99980200000002]",1
pic_521,864,486,"[582.999552, 141.99996600000003, 264.000384, 153.99979199999999]",1
pic_521,864,486,"[36.00028799999998, 179.99982, 233.000064, 130.00014000000002]",1
pic_521,864,486,"[194.00040000000007, 96.000066, 213.99983999999998, 89.000208]",1
pic_522,500,500,"[9.0, 151.0, 480.0, 195.0]",1
pic_523,810,456,"[0.9995400000000245, 6.000048000000007, 799.0002, 215.999904]",1
pic_524,406,302,"[9.000004999999987, 29.00015399999998, 384.00007800000003, 228.999956]",1
pic_525,250,167,"[55.0, 23.999987499999996, 140.0, 125.00000100000001]",1
pic_526,500,500,"[14.0, 75.0, 486.0, 354.0]",1
pic_529,220,170,"[27.000050000000016, 29.999984999999995, 173.99998, 64.00007]",1
pic_531,500,500,"[22.0, 135.0, 470.0, 282.0]",1
pic_532,1280,720,"[235.99936000000002, 206.00027999999998, 215.00032000000002, 122.99976000000001]",1
pic_534,662,443,"[65.000125, 142.999957, 496.99980999999997, 166.000074]",1
pic_535,412,369,"[56.000069999999994, 55.999993500000016, 330.000052, 254.000043]",1
pic_536,361,361,"[17.999820999999997, 56.00012500000001, 333.000118, 240.99999]",1
pic_537,752,395,"[63.99971199999999, 27.999970000000005, 312.000288, 187.00011]",1
pic_539,750,600,"[53.99962500000004, 9.0, 650.0002499999999, 252.0]",1
pic_542,1000,1000,"[31.999999999999943, 109.0, 957.0, 517.0]",1
pic_543,300,300,"[9.00015000000002, 69.9999, 285.99989999999997, 147.0]",1
pic_544,240,240,"[0.9999600000000015, 33.0, 235.99992, 108.0]",1
pic_545,1000,541,"[141.0, 72.000067, 786.0, 195.000204]",1
pic_546,1388,1052,"[88.99994800000002, 260.000222, 1266.999712, 362.999964]",1
pic_547,640,316,"[24.000319999999988, 19.99995599999999, 606.0, 107.000128]",1
pic_548,2067,1725,"[145.00108349999994, 148.99946249999994, 1858.999857, 1278.999525]",1
pic_549,360,360,"[30.00005999999999, 43.99992, 294.00012000000004, 267.99984]",1
pic_550,1000,1000,"[55.99999999999994, 211.0, 907.0, 525.0]",1
pic_551,500,255,"[28.0, 18.0000675, 458.0, 214.999935]",1
pic_552,590,330,"[269.000175, 75.00009, 298.00015, 171.00006000000002]",1
pic_554,2000,2000,"[86.0, 510.0, 1914.0, 955.0]",1
pic_555,600,400,"[14.000099999999918, 16.0, 580.9998, 187.0]",1
pic_556,360,360,"[10.000079999999997, 79.00019999999998, 349.99992000000003, 114.99984]",1
pic_557,640,640,"[23.0, 158.0, 617.0, 252.0]",1
pic_559,750,422,"[131.00025, 106.00007000000001, 486.0, 251.999832]",1
pic_560,800,526,"[123.0, 138.99997100000002, 561.0, 256.999918]",1
pic_561,1250,1029,"[49.0, 261.9993495, 1192.0, 424.000479]",1
pic_562,788,443,"[28.999582000000032, 87.99995650000005, 673.0000679999999, 350.99997499999995]",1
pic_563,1000,1000,"[56.0, 75.0, 936.0, 463.0]",1
pic_564,1024,1024,"[53.00019199999997, 295.99948800000004, 928.0, 380.000256]",1
pic_566,720,405,"[232.99992, 117.00024749999999, 254.00016, 97.999875]",1
pic_567,660,330,"[108.99966000000003, 54.00021000000002, 408.00012, 93.99983999999999]",1
pic_568,600,315,"[156.9999, 8.999865000000014, 298.0002, 139.00005]",1
pic_569,580,330,"[32.00034000000005, 11.999955, 508.99987999999996, 220.00011]",1
pic_570,500,369,"[23.0, 57.99997349999998, 462.0, 243.000153]",1
pic_571,300,197,"[15.00015000000002, 15.999946000000001, 282.99989999999997, 95.000098]",1
pic_573,810,456,"[58.999994999999956, 88.000248, 727.99965, 272.999904]",1
pic_574,500,500,"[10.0, 136.0, 484.0, 237.0]",1
pic_575,614,406,"[34.000249999999994, 71.00006200000001, 568.99994, 261.99992]",1
pic_576,620,410,"[111.99989999999997, 61.999790000000004, 336.99976000000004, 162.00001999999998]",1
pic_577,900,600,"[67.00004999999999, 138.9999, 639.9999, 244.0002]",1
pic_578,243,226,"[29.999929499999993, 71.99987099999998, 176.999985, 78.00005800000001]",1
pic_579,500,500,"[7.0, 101.0, 485.0, 270.0]",1
pic_580,360,360,"[16.000019999999978, 108.0, 336.99996, 125.99999999999999]",1
pic_581,1388,1052,"[41.00013200000012, 68.00022799999999, 1275.0001439999999, 901.999528]",1
pic_582,500,319,"[3.0, 6.000070999999991, 496.0, 233.999898]",1
pic_583,600,600,"[9.0, 82.0002, 579.0, 435.0]",1
pic_584,1080,720,"[146.99934000000007, 96.99984000000003, 883.00044, 506.00016]",1
pic_586,800,800,"[22.000000000000057, 148.0, 778.0, 389.0]",1
pic_587,940,517,"[25.000239999999962, 39.00015350000001, 666.9995600000001, 259.999817]",1
pic_589,750,422,"[107.00025, 40.999832, 498.0, 188.000156]",1
pic_590,752,395,"[23.99970400000001, 42.000152499999984, 727.99992, 336.00003499999997]",1
pic_591,600,400,"[41.99970000000002, 59.000000000000014, 541.0002, 225.99999999999997]",1
pic_593,706,516,"[163.000221, 145.00012800000002, 360.999686, 225.999744]",1
pic_594,360,360,"[14.999760000000009, 61.00001999999999, 344.00016, 239.00003999999998]",1
pic_595,2000,2000,"[122.0, 470.0, 1789.0, 1032.0]",1
pic_596,360,360,"[2.0001599999999655, 112.00013999999999, 357.99984, 147.99996]",1
pic_598,600,400,"[7.999799999999993, 45.0, 573.0, 308.0]",1
pic_600,580,330,"[32.00034000000005, 37.999995, 537.99988, 168.99993]",1
pic_601,728,495,"[5.0002680000000055, 34.000065000000006, 461.99972, 315.00018]",1
pic_601,728,495,"[330.99976, 255.00024000000002, 397.00023999999996, 237.99996000000002]",1
pic_601,728,495,"[441.99974, 21.99978, 285.99989600000004, 198.0]",1
pic_602,960,462,"[14.999520000000018, 265.00019699999996, 927.0, 196.99980300000004]",1
pic_604,767,431,"[40.99960150000004, 43.000007999999994, 709.000227, 181.000174]",1
pic_605,488,488,"[8.000027999999986, 107.00034400000004, 473.999768, 279.99976]",1
pic_607,300,179,"[30.0, 12.000070499999993, 270.0, 143.999951]",1
pic_608,450,450,"[27.0, 103.00027500000002, 414.0, 239.99984999999998]",1
pic_609,361,361,"[26.999911999999995, 87.0000975, 316.99987600000003, 224.00013900000002]",1
pic_610,360,360,"[12.000059999999962, 31.999859999999998, 347.99994000000004, 141.00011999999998]",1
pic_612,1280,720,"[1.0003199999999879, 1.0000799999999685, 804.0, 589.99968]",1
pic_612,1280,720,"[563.99936, 374.00004, 439.00032000000004, 289.00008]",1
pic_615,500,342,"[65.0, 62.00015400000001, 404.0, 153.999864]",1
pic_616,300,300,"[5.000100000000003, 51.000150000000005, 294.0, 144.9999]",1
pic_617,360,316,"[23.000040000000013, 155.00005400000003, 209.00016, 102.00005999999999]",1
pic_618,750,422,"[262.999875, 42.00018300000001, 462.99975, 231.999986]",1
pic_619,250,250,"[7.0, 23.0, 243.0, 204.0]",1
pic_620,1280,720,"[668.00064, 398.99988, 611.99936, 257.99976000000004]",1
pic_620,1280,720,"[301.00032, 419.00004, 333.99935999999997, 205.99992]",1
pic_622,728,495,"[3.000088000000005, 68.00013, 721.999824, 209.99979]",1
pic_623,810,456,"[62.99977499999994, 44.000124, 730.00035, 290.00004]",1
pic_625,620,258,"[148.99995, 41.00007, 468.00018, 120.999936]",1
pic_626,360,249,"[18.0, 34.999938, 335.00016, 179.000124]",1
pic_627,360,360,"[32.000219999999985, 71.0001, 308.99988, 212.00004]",1
pic_628,1000,559,"[13.0, 267.00020099999995, 580.0, 217.999938]",1
pic_630,810,458,"[285.000525, 37.000217000000006, 417.99969, 152.999938]",1
pic_631,750,422,"[125.00025000000005, 75.000161, 621.0, 146.999902]",1
pic_632,1920,1080,"[389.9990399999999, 57.99977999999999, 1244.00064, 1007.99964]",1
pic_633,1280,720,"[324.99968000000007, 139.99968, 508.99968, 301.00032]",1
pic_634,243,226,"[41.00005350000002, 61.999936000000005, 172.00001699999999, 92.00008]",1
pic_636,360,267,"[1.0000799999999685, 0.9999150000000014, 358.99992000000003, 153.000078]",1
pic_637,360,244,"[15.999840000000006, 74.999988, 335.00016, 116.999952]",1
pic_638,770,513,"[63.999705000000006, 31.000077000000005, 665.99995, 323.00019000000003]",1
pic_639,1280,720,"[440.00064, 68.99976000000001, 637.99936, 299.00016]",1
pic_640,1100,810,"[3.999599999999873, 7.000425000000035, 1096.0004000000001, 427.99994999999996]",1
pic_642,750,422,"[13.999875000000031, 17.000059000000007, 720.99975, 191.00015399999998]",1
pic_643,800,800,"[15.0, 46.0, 785.0, 491.0]",1
pic_644,1280,720,"[883.9993600000001, 21.999959999999987, 298.00064, 203.99976]",1
pic_645,500,321,"[3.0, 3.9999810000000053, 497.0, 200.99992799999998]",1
pic_646,1280,720,"[45.00031999999999, 200.99951999999996, 871.00032, 418.00032]",1
pic_647,639,426,"[21.000095999999985, 74.00003399999999, 556.999686, 217.00014000000002]",1
pic_648,1200,800,"[124.99979999999994, 203.0, 990.9996000000001, 375.0]",1
pic_649,425,309,"[2.0000499999999874, 11.999860499999997, 420.9999, 181.000149]",1
pic_650,700,700,"[24.999799999999993, 163.99985, 654.9998, 337.0003]",1
pic_651,1024,1024,"[3.999743999999964, 325.999616, 1020.000256, 558.000128]",1
pic_652,596,424,"[28.000080000000025, 80.99990000000001, 553.99988, 181.99988]",1
pic_653,425,283,"[32.999975000000006, 60.000103499999994, 354.99995, 149.999905]",1
pic_654,500,500,"[7.0, 74.0, 493.0, 201.0]",1
pic_655,480,360,"[28.000079999999997, 91.00008, 408.99984, 162.0]",1
pic_656,928,519,"[61.000224, 75.000171, 866.00032, 296.99982600000004]",1
pic_657,640,640,"[11.000319999999988, 93.0, 628.99968, 474.0]",1
pic_658,900,600,"[9.0, 138.9999, 882.0, 349.0002]",1
pic_659,349,350,"[6.999893000000014, 79.000075, 336.999984, 172.00015]",1
pic_660,500,500,"[1.0, 105.0, 499.0, 149.0]",1
pic_661,450,600,"[2.9999249999999904, 75.99990000000008, 446.99985000000004, 520.0002]",1
pic_662,479,480,"[8.000018499999982, 30.999840000000006, 470.9999815, 324.0]",1
pic_663,300,250,"[1.0000500000000159, 31.0, 298.99995, 169.0]",1
pic_664,500,500,"[23.0, 135.0, 446.0, 226.0]",1
pic_665,350,350,"[1.000124999999997, 68.99987499999997, 348.999875, 161.99995]",1
pic_666,940,460,"[10.000189999999975, 8.000090000000029, 876.0001000000001, 451.99991]",1
pic_667,150,200,"[1.0000500000000017, 25.0, 141.0, 132.0]",1
pic_668,500,281,"[6.0, 0.9999384999999847, 479.0, 237.999975]",1
pic_669,1536,1152,"[17.999615999999833, 70.00012800000002, 1517.999616, 1043.000064]",1
pic_670,1024,820,"[18.999807999999973, 6.999930000000006, 936.999936, 798.00022]",1
pic_671,680,760,"[4.000440000000026, 30.000239999999962, 615.9997599999999, 729.99976]",1
pic_672,720,480,"[2.9998800000000188, 71.99976000000001, 716.9997599999999, 140.00016]",1
pic_673,650,400,"[7.000175000000013, 6.0, 642.999825, 229.0]",1
pic_674,500,378,"[1.0, 0.9998099999999965, 499.0, 330.000048]",1
pic_675,500,285,"[22.0, 20.0000175, 475.0, 244.999965]",1
pic_676,700,420,"[53.00015000000002, 46.00008, 617.0003, 308.99988]",1
pic_677,770,571,"[6.9996849999999995, 50.000185999999985, 762.9999300000001, 520.999814]",1
pic_678,700,400,"[16.99984999999998, 23.0, 533.9999, 358.0]",1
pic_680,720,480,"[22.999680000000012, 70.99992, 679.00032, 377.00016]",1
pic_681,1000,509,"[87.0, 19.999882500000012, 814.0, 362.99996699999997]",1
pic_682,703,320,"[59.99999550000007, 46.999840000000006, 625.999707, 235.0]",1
pic_683,480,387,"[21.0, 88.9997445, 447.0, 166.000167]",1
pic_684,600,600,"[12.000299999999982, 207.0003, 586.9998, 127.9998]",1
pic_685,1121,576,"[3.9997280000000046, 5.999903999999987, 1080.000546, 298.99987200000004]",1
pic_686,1300,975,"[316.99980000000005, 422.99985000000004, 983.0002, 288.99975]",1
pic_688,800,928,"[32.0, 50.00017600000004, 752.0, 366.000416]",1
pic_688,800,928,"[20.999999999999943, 435.0, 762.0, 356.99974399999996]",1
pic_689,650,373,"[115.99965, 67.99995150000002, 420.00010000000003, 206.00006699999997]",1
pic_690,500,333,"[35.0, 55.99977749999999, 428.0, 194.000139]",1
pic_691,626,412,"[12.000106999999957, 15.999814000000015, 613.999893, 377.000188]",1
pic_692,600,401,"[3.0002999999999815, 49.999888, 577.9998, 322.999886]",1
pic_695,640,368,"[7.000319999999931, 8.000135999999998, 632.99968, 227.99992]",1
pic_696,1200,715,"[91.99980000000005, 202.99994000000004, 1046.0004, 325.99996]",1
pic_697,722,542,"[4.999850000000038, 49.00005199999998, 695.000088, 308.000172]",1
pic_698,280,280,"[6.000119999999981, 29.999899999999982, 273.0, 151.99996000000002]",1
pic_699,580,390,"[43.000039999999984, 64.00016999999998, 505.0002, 216.9999]",1
pic_700,654,327,"[154.99996199999998, 0.999965999999997, 117.99991200000001, 55.000092]",1
pic_701,886,443,"[1.9997020000000134, 41.00009300000002, 883.000004, 398.00006]",1
pic_702,1280,720,"[128.99968, 181.99979999999996, 675.0003200000001, 448.99992000000003]",1
pic_703,330,220,"[37.000095000000016, 86.00009, 292.999905, 129.99998]",1
pic_704,560,319,"[2.0000400000000127, 39.00014250000001, 540.99976, 277.999887]",1
pic_705,1024,481,"[24.0, 68.00017249999996, 972.99968, 372.000109]",1
pic_706,437,900,"[2.999786499999999, 248.0004, 433.999995, 514.9998]",1
pic_707,460,306,"[113.00014999999999, 94.999842, 191.99986, 167.000112]",1
pic_708,1000,750,"[98.0, 29.000249999999994, 802.0, 696.0]",1
pic_710,2000,1333,"[691.0, 274.99989949999997, 1103.0, 355.00056100000006]",1
pic_711,300,400,"[24.0, 142.0, 276.0, 237.0]",1
pic_712,1024,576,"[37.00019199999997, 79.00012799999996, 974.999552, 285.000192]",1
pic_714,1000,1000,"[3.0, 37.0, 971.0, 930.0]",1
pic_715,1229,500,"[413.9997110000001, 11.0, 779.999598, 418.0]",1
pic_717,710,528,"[70.00031999999999, 105.99996000000002, 607.99998, 320.000208]",1
pic_718,720,405,"[136.99979999999996, 115.000155, 408.00024, 234.00009]",1
pic_719,1200,1720,"[45.0, 442.00043999999997, 1155.0, 1001.99976]",1
pic_720,1134,674,"[89.0002889999999, 163.00015999999997, 1008.000126, 416.999756]",1
pic_721,810,400,"[60.00034500000004, 95.0, 737.99991, 284.0]",1
pic_722,1024,768,"[46.99955200000005, 215.99999999999994, 935.000064, 452.00025600000004]",1
pic_723,1920,1080,"[210.99936000000002, 188.00045999999992, 793.0003200000001, 605.9998800000001]",1
pic_724,250,250,"[3.0, 121.0, 246.0, 127.0]",1
pic_724,250,250,"[19.0, 22.0, 231.0, 124.0]",1
pic_725,2048,1365,"[168.99993600000005, 194.00062500000004, 1667.999744, 472.9998]",1
pic_726,849,637,"[8.999824499999932, 123.00024099999999, 839.9997510000001, 380.999892]",1
pic_727,600,400,"[34.00020000000001, 30.999999999999986, 444.0, 243.00000000000003]",1
pic_728,852,480,"[129.999438, 0.9998400000000061, 534.000372, 297.0]",1
pic_729,893,595,"[20.00007450000004, 78.9996375, 839.999557, 373.000145]",1
pic_730,300,237,"[7.000050000000016, 13.99994550000001, 276.99989999999997, 207.999969]",1
pic_733,2048,1365,"[385.999872, 373.00058249999995, 1355.999232, 484.999515]",1
pic_735,1024,768,"[89.99987200000004, 106.00012800000002, 897.999872, 431.00006399999995]",1
pic_736,800,427,"[63.0, 24.99999599999998, 629.0, 354.00008]",1
pic_737,1170,400,"[533.9997, 163.0, 425.00016, 237.0]",1
pic_738,178,178,"[4.000015999999988, 38.99997799999999, 172.99998000000002, 101.000048]",1
pic_739,800,600,"[127.00000000000003, 83.99969999999999, 505.99999999999994, 208.0002]",1
pic_740,960,572,"[15.0, 20.99983599999996, 918.0, 524.999904]",1
pic_741,1280,719,"[136.00063999999998, 90.00046550000002, 1012.0, 532.999733]",1
pic_743,1060,643,"[88.99971999999997, 66.999957, 873.99968, 314.000048]",1
pic_744,835,511,"[261.000125, 156.00012399999997, 388.99978, 202.99986]",1
pic_746,1080,1080,"[30.000240000000076, 116.99964, 1049.99976, 590.99976]",1
pic_747,600,450,"[0.9998999999999967, 71.00009999999999, 421.9998, 252.00000000000003]",1
pic_749,300,225,"[27.999899999999997, 46.00001250000001, 240.0, 119.99992499999999]",1
pic_750,1500,1500,"[21.99974999999995, 333.0, 1477.9995000000001, 756.0]",1
pic_752,280,280,"[9.999920000000031, 69.99985999999998, 270.00007999999997, 177.00004]",1
pic_754,1383,1037,"[212.0007615, 245.0000645, 959.9997689999999, 352.000317]",1
pic_755,800,600,"[120.0, 92.99969999999999, 619.0, 403.0002]",1
pic_757,1000,717,"[1.0, 7.9999275000000125, 954.0, 598.000227]",1
pic_759,613,613,"[29.00041699999997, 205.99987600000003, 573.999714, 198.000226]",1
pic_761,1000,1000,"[21.999999999999943, 34.0, 967.0, 861.0]",1
pic_762,1000,750,"[124.0, 79.99987500000003, 788.0, 557.0002499999999]",1
pic_763,1300,951,"[116.99999999999989, 200.99955599999998, 1069.0004000000001, 413.00028]",1
pic_765,800,800,"[99.00000000000006, 270.0, 632.0, 354.0]",1
pic_766,2844,1896,"[860.9996700000002, 339.00006, 613.999692, 244.999224]",1
pic_767,680,434,"[57.00031999999999, 57.99976000000001, 544.0, 228.00016399999998]",1
pic_770,579,362,"[28.000150500000018, 21.000162999999986, 542.0001629999999, 340.999837]",1
pic_772,480,480,"[55.00008, 73.99992, 424.99992, 387.99984]",1
pic_773,468,468,"[182.000286, 139.99986, 195.99980399999998, 119.000232]",1
pic_773,468,468,"[120.999996, 370.999746, 90.000144, 62.000172000000006]",1
pic_773,468,468,"[68.999814, 8.999873999999998, 128.999988, 67.999932]",1
pic_773,468,468,"[386.999964, 11.999754000000006, 74.00016000000001, 57.00006]",1
pic_774,1000,800,"[47.0, 218.0, 953.0, 343.0]",1
pic_775,1000,665,"[67.0, 38.99992249999997, 921.0, 611.000005]",1
pic_776,794,794,"[240.00039500000003, 169.99976700000002, 538.999754, 598.0003059999999]",1
pic_778,1024,575,"[32.99993600000005, 1.9998499999999808, 990.999552, 564.00025]",1
pic_780,800,800,"[172.0, 168.0, 466.0, 167.0]",1
pic_781,1440,810,"[117.0, 78.00016499999998, 1282.00032, 579.99969]",1
pic_782,1074,869,"[65.000091, 307.00032, 983.9998740000001, 462.999724]",1
pic_785,400,400,"[56.0, 102.0, 293.0, 123.0]",1
pic_786,860,520,"[30.00024000000002, 109.99975999999998, 799.0002, 319.00023999999996]",1
pic_787,1500,1000,"[432.9997500000001, 220.0, 763.0005, 540.0]",1
pic_789,500,500,"[20.0, 151.0, 462.0, 181.0]",1
pic_790,200,200,"[0.9999999999999858, 14.0, 199.0, 181.0]",1
pic_792,1920,1080,"[269.9990399999999, 109.99962000000002, 1302.0, 495.99971999999997]",1
pic_794,544,366,"[6.0000479999999925, 0.9999119999999948, 470.000224, 274.000044]",1
pic_794,544,366,"[302.00023999999996, 220.99995, 241.99976000000004, 141.999948]",1
